CODIGOINT;ltMix;EAN;CODIGOUNI;DESCRICAO
7708945;S;7891150064201;UN;SABONETE DOVE EQUIL OLEOSIDADE 90G
7708948;S;7896509975078;UN;ESMALTE BEAUTYCOLOR JASMINE 8ML
7708956;S;7896509973746;UN;ESMALTE BEAUTYCOLOR MARVIN 8ML
7708960;S;7896509975610;UN;ESMALTE BEAUTYCOLOR OCRE 8ML
7708961;S;7896509975627;UN;ESMALTE BEAUTYCOLOR RUBOR 8ML
7708962;S;7896509975580;UN;ESMALTE BEAUTYCOLOR BASE CRESCIM BOMB8ML
7708965;S;7898953990010;UN;CERVEJA ESTRELLA GALICIA 600ML
7708968;S;7896204304210;UN;SUCO CBS MACA 200ML
7708980;S;7896348845211;UN;REQUEIJAO PIA CREMOSO TRADICIONAL 400G
7708984;S;7896519298228;UN;ACAI DEMARCHI BANANA CONG 205GR
7708989;S;0000078939745;UN;REFRIGERANTE SPRITE MINI PET 200ML
7708990;S;7896100501706;UN;ESPUMANTE SANTA COLINA MOSCATEL 750ML
7708991;S;7896100501690;UN;ESPUMANTE SANTA COLINA DEMI SEC 750ML
7708992;S;7896100501683;UN;ESPUMANTE SANTA COLINA BRUT 750ML
7709005;S;7896648699750;UN;LEITE LV LANGUIRU ORIGEM INTEGRAL 1L
7709006;S;7896275960292;UN;REQUEIJAO FRIMESA CHEDDAR 180GR
7709007;S;7898164030185;UN;PAO FELMANN FORMA 450GR
7709021;S;7898952658133;UN;BISCOITO QUITANDA AMANTEIGADO GOTAS 250G
7709023;S;7898952658522;UN;BISCOITO QUITANDA ROSQUINHA C CHOCO 300G
7709026;S;7898965038014;UN;BISCOITO QUITANDA AMENDOIM CROCANTE 250G
7709032;S;7891150067912;UN;SORVETE KIBON CREMOSISSIMO 4EM1 TROPI 2L
7709037;S;7898302000087;UN;AMACIANTE AQUAFAST AZUL ENERGIA 2L
7709038;S;7898952658652;UN;BISCOITO QUITANDA BROA MILHO 300G
7709040;S;7898952658461;UN;BISCOITO QUITANDA AMANTEIGADO TRAD 350G
7709047;S;4001852047218;UN;TACA STELLA ARTOIS 250ML
7709060;S;0000078919587;UN;CIG KENT ACCESS BLUE BOX CARTEIRA C20UN
7709061;S;0000078919570;UN;CIG KENT ACCESS SILVER BOX  CARTEIRA C20
7709062;S;0000078919594;UN;CIG KENT ACCESS RED BOX CARTEIRA C20UN
7709064;S;7891141026652;UN;ESPUMANTE SAINT GERMAIN DEMI SEC 660ML
7709065;S;7891141031731;UN;ESPUMANTE SAINT GERMAIN MOSCATEL BC660ML
7709073;S;7898593684928;UN;CREME TRAT JAYLUC CACHOS PERFEITOS 500GR
7709083;S;4005900709752;UN;KIT NIVEA SUN PROT 50+PROT100ML FPS50
7709084;S;7891150066816;UN;DESOD SUAVE HIDRALOE 87G
7709096;S;7896098904343;UN;SAPONACEO YPE CREMOSO CITRUS 300GR
7709101;S;7896098904138;UN;LIMPADOR PERF YPE JARDIM SECRETO 1L
7709114;S;0070330347960;UN;MARCADOR BIC PERM AZ UN
7709121;S;7891200016174;UN;COLA SUPER BONDER 3G L2 P1 UN
7709124;S;7896098901373;UN;LAVA ROUPA LIQ YPE MACIEZ 3L
7709137;S;7891000115718;UN;RACAO DOG CHOW MIX FRANGO CARNE SHT 100G
7709147;S;7891055520017;UN;ESCOVA BANHO CONDOR 6090 UN
7709157;S;7896326968918;UN;CANETA CIS SCRIT SORT C3UN
7709158;S;7898142864047;UN;OVO ARCOR 12 CONFEITO 120G
7709159;S;7898142864054;UN;OVO ARCOR 12 TORTUGUITA FORMATO BRIG120G
7709160;S;7898142864108;UN;OVO ARCOR 12 TORTUGUITA CABECA MA LT135G
7709165;S;7898142865310;UN;OVO ARCOR 12 PATRULHA CANINA 100G
7709167;S;7898142865334;UN;OVO ARCOR 12 AUTHENTIC GAMES 100G
7709169;S;7898142864078;UN;OVO ARCOR BON O BON AMARGO 70 150G
7709170;S;7898142864061;UN;OVO ARCOR BON O BON MORANGO 150G
7709171;S;7898142864481;UN;OVO ARCOR ZERO LACTOSE 150G
7709178;S;7891261121213;UN;SAND IPANEMA INFANTIL PRETA 23 24 UN
7709179;S;7891261121220;UN;SAND IPANEMA INFANTIL PRETA 25 26 UN
7709180;S;7891261121237;UN;SAND IPANEMA INFANTIL PRETO 27 28 UN
7709183;S;7890244992734;UN;SAND IPANEMA INFANTIL AZUL 23 24 UN
7709185;S;7890244992741;UN;SAND IPANEMA INFANTIL AZUL 25 26 UN
7709186;S;7890244992758;UN;SAND IPANEMA INFANTIL AZUL 27 28 UN
7709188;S;7890244992772;UN;SAND IPANEMA INFANTIL AZUL 31 32 UN
7709200;S;7909006243301;UN;SAND IPANEMA FEMININO AD BG OURO 35
7709214;S;7909171339250;UN;SAND IPANEMA INFANTIL ROSA 23 24
7709216;S;7909171339274;UN;SAND IPANEMA INFANTIL ROSA 27 28
7709218;S;7909171339298;UN;SAND IPANEMA INFANTIL ROSA 31 32
7709235;S;7896275982072;UN;IOG FRIMESA UVA VERDE GF 170GR
7709242;S;7909510417571;UN;SAND RIDER STREET INF PT PT 34
7709243;S;7909510417588;UN;SAND RIDER STREET INF PT 35 36
7709244;S;7909510417533;UN;SAND RIDER STREET INF PT 29
7709245;S;7909510417540;UN;SAND RIDER STREET INF PT 30
7709246;S;7909510417557;UN;SAND RIDER STREET INF PT 31
7709247;S;7909510417564;UN;SAND RIDER STREET INF PT 32 33
7709253;S;7898959265648;UN;DESINFETANTE MAPLE FLORAL 5L
7709254;S;7898959265631;UN;DESINFETANTE MAPLE EUCALIPTO 5L
7709256;S;7898960551037;UN;HORTI HORTELA GAUER CNL UN
7709257;S;7898960551204;UN;HORTI MANJERICAO CNL UN
7709268;S;7898960551044;UN;HORTI SALVIA CNL UN
7709271;S;0000078938625;UN;DESOD REXONA MEN SEM PERFUME 50ML
7709272;S;7896648651260;UN;BEBIDA LACTEA LANGUIRU MORANGO GF 750G
7709273;S;7896648651284;UN;BEBIDA LACTEA LANGUIRU SAL FRUTA GF 750G
7709274;S;7896648650201;UN;BEBIDA LACTEA LANGUIRU MOR LIGHT GF 750G
7709275;S;7896648650119;UN;BEBIDA LACTEA LANGUIRU MORANGO SC 1L
7709276;S;7896648650126;UN;BEBIDA LACTEA LANGUIRU SAL FRUTA SC 1L
7709281;S;7896529610829;UN;PAO DE ALHO DITALIA TRAD 400GR
7709286;S;7891000042151;UN;PETISCO DOG CHOW INTEGRAL MINI 500GR
7709287;S;7891000071700;UN;PETISCO DOG CHOW CARINHOS INT JR 300GR
7709296;S;7897265602123;UN;RACAO QUATRO PATAS GATOS 5KG
7709302;S;7898953429336;UN;LINGUICA CARRER TOSCANA GONG 800G
7709307;S;7896085869488;UN;CREME TRAT NAZCA ORIGEM BOMBA MAX 1KG
7709324;S;7896085865282;UN;LOCAO HIDRAT ORIGEM MACA E AMENDOAS380ML
7709342;S;7896085872174;UN;CREME TRAT NAZCA ORIG INCR 2EM1 LISO 1KG
7709343;S;7896085872167;UN;CREME TRAT NAZCA ORIG INC 2EM1 CACHOS1KG
7709347;S;7896085871283;UN;SHAMPOO ACQUA KIDS BANANA 250ML
7709348;S;7896085871429;UN;SHAMPOO ACQUA KIDS MARSHMALLOW 250ML
7709349;S;7896085871436;UN;SHAMPOO ACQUA KIDS MARSHMALLOW 2X1 250ML
7709351;S;7896085871443;UN;CONDICIONADOR ACQUA KIDS MARSHMALLOW 250
7709352;S;7896085871542;UN;CREME PENTEAR GRUPY HIDRAT D MONTAO300ML
7709354;S;7896085871740;UN;CONDICIONADOR ORIGEM FORCA VITAM 500ML
7709355;S;7896085871528;UN;CONDICIONADOR ORIGEM HIDRATA MONTAO 500M
7709356;S;7896085871580;UN;CONDICIONADOR ORIGEM ADEUS FRIZZ 500ML
7709368;S;7896085871566;UN;SHAMPOO GRUPY 2X1 ADEUS FRIZZ 500ML
7709370;S;7896085871726;UN;SHAMPOO GRUPY 2X1FORCA VITAMINA 500ML
7709376;S;7896020160182;UN;TALCO TENIS PE WOMAN AERO 92G
7709378;S;7896504305610;UN;QUEIJO PRATO SANTA CLARA FATIADO 400GR
7709382;S;7896020621034;UN;CADEIRA MOR RECLINAVEL ALUMINIO 4 POS
7709386;S;7896020696261;UN;GARRAFA TERMICA USE BEGE 1L
7709388;S;7896020690610;UN;BULE AMARE 650ML
7709397;S;7896943277769;UN;JOGO DE CAMA DREAMS SOLTEIRO 2PCS
7709398;S;7896943277776;UN;JOGO DE CAMA PANOSUL DREAMS CASAL 3PCS
7709399;S;7898064035563;UN;FRALDA CREMER JUMBO P 30UN
7709400;S;7898133019562;UN;FRALDA CREMER JUMBO M 26UN
7709401;S;7898064035587;UN;FRALDA CREMER JUMBO G 24UN
7709402;S;7898064035617;UN;FRALDA CREMER JUMBO XG 20UN
7709403;S;7898064036393;UN;FRALDA CREMER JUMBO XXG 16UN
7709404;S;7896012877715;UN;CONDICIONADOR POMPOM SUAVE 200ML
7709405;S;7896012800669;UN;SHAMPOO POMPOM SUAVE 200ML
7709406;S;7896094905627;UN;SABONETE POM POM GLICERINADO 80G
7709407;S;7896012800874;UN;TALCO POMPOM 200g
7709408;S;7898064036461;UN;TOALHA UMED CREMER DISNEY C100 UN
7709420;S;7896029010570;UN;RACAO PEDIGREE CARNE E VEGETAL 18KG
7709421;S;7896029010631;UN;RACAO PEDIGREE RACAS MEDIAS FILHOTES18KG
7709429;S;7896001019805;UN;LIMPA VIDRO NOVICA SPRAY PLASTICO UN
7709431;S;7896042080758;UN;CONJ 6 POTES PLASUTIL CONECT QUADRADO
7709432;S;7896042065151;UN;CONJ 4 POTES PLASUTIL ORGANIZADOR TRAVE
7709436;S;7896042002927;UN;POTE BOWL DUO C TAMPA 3,3L
7709437;S;7896042080802;UN;POTE BOWL DUO C TAMPA 1,4L
7709438;S;7896042065397;UN;POTE PLASUTIL ESPAGUETE C MEDIDOR 1L
7709441;S;7896042063997;UN;POTE PLASTICO PLASUTIL CAFE 1,8L
7709457;S;7899466416714;UN;LIQUIDIFICADOR BRITANIA DIAMANTE 220V
7709463;S;7896007550463;UN;ABSORV INTIMUS DIARIO ANTIBAC S ABA 15UN
7709466;S;7896042034843;UN;LIXEIRA BASCULANT PLASUTIL PIA 6,5L
7709472;S;7891150058231;UN;MASCARA DOVE REG FATOR 60 CONC 300GR
7709475;S;7899706152181;UN;CREME PENTEAR ELSEVE CACHOS 250ML
7709477;S;7896042090818;UN;GARRAFA PLASUTIL RETRO MINNIE 500ML
7709479;S;7899808895849;UN;JARRA PLASTICA PLASUTIL NEW YORK 1L
7709480;S;7899808896624;UN;PENEIRA PLASUTIL DECORADA UN
7709481;S;7896042027593;UN;CAIXA ORGANIZADORA 29L UN
7709484;S;7896042034270;UN;PORTA ESCOVAS TRAMA PRETO 400ML
7709486;S;7899706133456;UN;CREME TRAT ELSEVE HIDRA DETOX 300GR
7709492;S;7891150065307;UN;SHAMPOO DOVE BABY HID GLICERINADA 200ML
7709510;S;7898230048786;UN;CONJ TAPETE COZINHA SILVER 3PCS UN
7709511;S;7898230041114;UN;CONJ TAPETE COZINHA TECIL 3PCS UN
7709512;S;7898341430203;UN;SUCO DELVALLE NUTRI UVA 200 ML
7709516;S;7897736407974;UN;COCKTAIL NINNOFF DRINKS SEX ON THE 900ML
7709517;S;7897736407295;UN;COCKTAIL NINNOFF BIG APPLE 900ML
7709518;S;7897736407967;UN;COCKTAIL NINNOFF DRINKS MOJITO 900ML
7709519;S;7897736407981;UN;COCKTAIL NINNOFF DRINKS COSMOPOLIT 900ML
7709520;S;7897984716262;UN;CREME TRAT VINI LADY FORCA MAXIMA 700GR
7709523;S;7897736407301;UN;COCKTAIL NINNOFF COCONUT 900ML
7709526;S;7897736410387;UN;COCKTAIL CHICOTE KIWI 500ML
7709529;S;7897736410370;UN;COCKTAIL CHICOTE PESSEGO 500ML
7709541;S;7897736409886;UN;VODKA ICE PERESTROIKA MORANGO 1L
7709546;S;7891991014984;UN;REFRIGERANTE ANTARCTICA SODA MINI 200ML
7709547;S;7891149108299;UN;REFRIGERANTE SUKITA MINI PET 200ML
7709581;S;7894900558005;UN;SUCO DELVALLE FRESH LARANJA 250ML
7709584;S;7899975800585;UN;SORVETE NESTLE NAPOLITANO FLOCOS TRA1,5L
7709590;S;7898349702678;UN;RACAO BIRBO CORDEIRO E VEGETAIS 1KG
7709597;S;7898962407219;UN;PAPEL HIG CLARA F TRIPLA PREMIUM 20MT4UN
7709598;S;7898461965746;UN;SUPER MIXER AGRATTO 220W
7709599;S;7898461966583;UN;FERRO DE PASSAR AGRATTO VAPORE UN
7709600;S;7898461966514;UN;CAFETEIRA AGRATTO 220V UN
7709653;S;7896042027647;UN;POTE PLASTICO PLASUTIL CLIC QUAD 1,6L
7709663;S;7899516208702;UN;COELHO DIVINE AO LEITE 37 CACAU 30g
7709664;S;7899516203653;UN;COELHO DIVINE AO LEITE 100GR
7709675;S;7622201404260;UN;OVO LACTA 15 TRIPLA AVELA 320G
7709678;S;7622210548603;UN;OVO LACTA 15 LAKA 175G
7709682;S;7622210545350;UN;OVO LACTA 15 DIAMANTE NEGRO 176G
7709683;S;7622210548535;UN;OVO LACTA 20 SONHO VALSA 357G
7709687;S;7622202287008;UN;OVO LACTA 22 DIAMANTE NEGRO LAKA494GR
7709688;S;7622210547828;UN;OVO LACTA 22 FAVORITOS 560G
7709689;S;7622210547880;UN;OVO LACTA 15 BARBIE 166G
7709690;S;7622210547637;UN;OVO LACTA 15 HOTWHEELS 166G
7709694;S;7622210547866;UN;OVO LACTA 15 MULHER MARAVILHA 166G
7709701;S;7896648650140;UN;BEBIDA LACTEA LANGUIRU COCO 1L
7709706;S;7896037918622;UN;ABSINTO KOSTEN 670ML
7709709;S;7896802200044;UN;SUCO NATURAL PETRY LARANJA 1L
7709718;S;7898511871133;UN;PAO DE ALHO DITALIANE 400GR
7709719;S;7898511870464;UN;MASSA DITALIANE PASTEL COLONIAL ESP900GR
7709720;S;7896064208109;UN;BISCOITO SANTA EDW BUT COOKIES GOTAS 200
7709721;S;7896064208116;UN;BISCOITO SANTA EDW QUEBRA CAB CHOCO 100G
7709722;S;7896064208093;UN;BISCOITO SANTA EDW LEITE LUMINARIA 100GR
7709729;S;7896504306655;UN;TEMPER CHEESE SANTA CLARA PARMESAO 150GR
7709732;S;7898625000153;UN;BEBIDA LACTEA LATVIDA PP MORANGO BJ 540G
7709740;S;7896504306686;UN;QUEIJO GRUYERE SANTA CLARA FATIADO 120GR
7709748;S;7500435148719;UN;AMACIANTE DOWNY CONC ROMA E BAUNIL 450ML
7709751;S;7500435159975;UN;AMACIANTE DOWNY CONC SPORTS 450ML
7709752;S;7890950100034;UN;CANECA CERAMINA CAPPUCINO 270ML
7709756;S;7896512947086;UN;SABONETE PHEBO MANDARINA ASIATICA 100G
7709759;S;7896512936622;UN;SABONETE PHEBO LIMA DA PERSIA 90G
7709761;S;0000075055714;UN;DESOD REXONA ANTIB FRESH ROLL 50ML
7709767;S;7891023524009;UN;GARRAFA TERMICA TERMOLAR MAGIC FLORAL 1L
7709768;S;7898953429442;UN;SALSICHA CARRER 1KG
7709776;S;7891515496241;UN;FGO FILEZINHO PERDIGAO PARMEGIANA 800G
7709781;S;7891515879716;UN;HAMBURGUER PERDIGAO MISTO 90G
7709798;S;7891515472764;UN;FGO COXA TEMP PERDIGAO ASSA FACIL 1,2KG
7709801;S;7891115058009;UN;POTE DE VIDRO PLASVALE RETANGULAR P
7709803;S;7891115057583;UN;POTE PLASVALE CRISTAL RETANGULAR M
7709806;S;7898659420217;UN;LINGUICA CALABRESA CARRER 1KG
7709812;S;7891000260197;UN;IOG NESTLE GREGO FLOCOS 90g
7709813;S;7891000298688;UN;IOG NESTLE NESFIT MORANGO BAUN170G
7709815;S;7730452003740;UN;CERVEJA PATRICIA LATAO 473ML
7709816;S;7730452003764;UN;CERVEJA ZILLERTAL LATAO 473ML
7709817;S;7891515472771;UN;FGO SOBRE COXA PERDIGAO ASSA FACIL 1,2KG
7709822;S;7896098901502;UN;AMACIANTE YPE PINK CONC 1L
7709827;S;7898960351682;UN;POTE HERMETICO DUP LV4 PG 3 500ML
7709837;S;7898651960148;UN;BOLINHO DE BACALHAU OCEANI CONG 300G
7709839;S;7896504306693;UN;QUEIJO ESTEPE SANTA CLARA FATIADO 120GR
7709840;S;7891097102189;UN;BEBIDA LACTEA BATAVINHO PAT CANINA360GR
7709842;S;7898593682269;UN;ALCOOL GEL JAYLUC PARA MAOS 430G
7709848;S;0000000016605;UN;HORTI ALFACE HIDRO ROXA FOSCARINI UN
7709850;S;7898922397369;UN;HORTI MIX SALADA CNL UN
7709857;S;0076840376308;UN;SORVETE BJ FUDGE BROWN 458ML
7709861;S;0076840473717;UN;SORVETE BEN JER TRIP CARAMEL CHUNK 458ML
7709862;S;0076840473205;UN;SORVETE BJ SORV PHISH FOOD 458ML
7709871;S;7896519222490;UN;AMORA DEMARCHI CONG 300G
7709874;S;7896519211036;UN;POLPA FRUTA DEMARCHI ABACAXI 100G
7709875;S;7896519212613;UN;ACAI DEMARCHI CONG 100GR
7709901;S;7898936907639;UN;PETIT GATEU BECK 360G
7709902;S;7896519236572;UN;ERVILHA DEMARCHI 1,02KG
7709910;S;7896519239061;UN;ESPINAFRE DEMARCHI CONG 300GR
7709912;S;7898994648994;UN;HAMBURGUER DEMARCHI BERINJ QUIN CHI 250G
7709914;S;7898962036075;UN;HAMBURGUER DEMARCHI CENOURA QUINOA 250G
7709922;S;7891361071906;UN;PRATO OXFORD HANA FUNDO 23CM UN
7709923;S;7891361071890;UN;PRATO OXFORD HANA RASOS 26CM UN
7709925;S;7891361085729;UN;XICARA OXFORD HANA CHA C PIRES 15CM UN
7709934;S;7898960561050;UN;CERVEJA JAVALI MC CULLEN IRISH RED500ML
7709952;S;7896235353355;UN;SHAMPOO MONANGE QUIMICA SEM DRAMA 325ML
7709955;S;7896235353454;UN;CONDICIONADOR MONANGE DETOXTERAPIA 325ML
7709957;S;7891150071254;UN;DESOD REXONA ANITTA BANG 90GR
7709958;S;7891150055759;UN;CREME DENTAL CLOSE UP NATURAL SMILE 70G
7709960;S;7896648699590;UN;LEITE LV LANGUIRU ZERO LACTOSE 1L
7709961;S;7891115045344;UN;COLHER PLASVALE P ARROZ NYLON UN
7709962;S;7891150071278;UN;DESOD REXONA ANITTA VAI MALANDRA 90GR
7709963;S;7891150072121;UN;DETERGENTE PO OMO PROTECAO MICELAR 800G
7709965;S;7896110008653;UN;PAPEL HIG PERSONAL VIP L12P11 30M
7709969;S;7894904208647;UN;FGO PEITO DESFIADO SEARA 400g
7709970;S;7891150057548;UN;DESINFETANTE VIM CLORO GEL FLORAL 700ML
7709972;S;7896235353423;UN;CONDICIONADOR MONANGE QUIM S/DRAMA 325ML
7709974;S;7893000650138;UN;LINGUICA CALABRESA SADIA 500GR
7709980;S;7898593681033;UN;SABONETE LIQ JAYLUC ANTISSEPTICO 1L
7709981;S;7898227541276;UN;ALCOOL CENTRALSUL AEROSSOL 400ML
7710020;S;7790036008301;UN;VINHO BODEGA PRIVADA SAUVIG BLANC 750ML
7710021;S;7790036003771;UN;VINHO BODEGA PRIVADA BCO SAUVIG BL 750ML
7710026;S;7899706180924;UN;SHAMPOO ELSEVE LISO DOS SONHOS 200ML
7710027;S;7899706181006;UN;CREME PENTEAR ELSEVE LISO DOS SONHO250ML
7710028;S;7899706180962;UN;CONDICIONADOR ELSEVE LISO SONHOS 200ML
7710043;S;7896902210608;UN;AGUA OXIGENADA FARMAX VOL30 90ML
7710044;S;7896902210646;UN;AGUA OXIGENADA FARMAX VOL40 90ML
7710045;S;7896044700678;UN;ALCOOL PRONTO SOCORRO 70C 1L
7710048;S;7897750778890;UN;DESENTUPIDOR SANITARIO ALKLIN UN
7710051;S;7897750777411;UN;PANO ALKLIN MICROFIBRA 29X29
7710052;S;7897750774540;UN;PANO ALKLIN ESTAMPADO KIT C3UN
7710054;S;7897750782620;UN;VEDA PORTA ALKLIN PROTETOR PRETO UN
7710055;S;7897750782873;UN;VEDA PORTA ALKLIN PROTETOR MARRON UN
7710056;S;7891172432019;UN;PAPEL HIG NEVE FD 30M 12UN
7710072;S;7509546654089;UN;SABONETE PROTEX LIMPEZA PROFUNDA 200G
7710073;S;7509546654096;UN;SABONETE PROTEX ERVA DOCE 200G
7710074;S;7509546654102;UN;SABONETE PROTEX VITAMINA E 200G
7710075;S;7509546653396;UN;CREME DENTAL COLGATE PRO ALIVIO IMED 60G
7710077;S;7509546654065;UN;SABONETE PALMOLIVE TURMALINA 200G
7710078;S;7509546654058;UN;SABONETE PALMOLIVE KARITE 200G
7710089;S;7896090704316;UN;ALCOOL ZULU TRAD 70 1L
7710098;S;7896235353386;UN;SHAMPOO MONANGE DETOXTERAPIA 325ML
7710102;S;7898175500141;UN;FEIJAO PRETO MORO 1K
7710103;S;7896305700041;UN;FEIJAO PRETO BELLA DICA 1KG
7710112;S;7898562880092;UN;LENHA RODRIGUES 11KG
7710116;S;7891000284292;UN;CHOCOLATE WAFER KIT KAT FRAMBOESA 102G
7710118;S;0000078923850;UN;CIG LUCKY STRIKE ORIGINAL BLUE MACO 20UN
7710127;S;0000078940383;UN;CIG WINSTON BLUE SLIMS UN
7710128;S;7896807416884;UN;BATATA PALITO DELLY FRIES CONG 1,5KG
7710132;S;7622210560391;UN;REFRESCO TANG UVA 180G LV+PAG
7710133;S;7622210560292;UN;REFRESCO TANG ABACAXI 180G LV+PAG
7710134;S;7622210560377;UN;REFRESCO TANG LARANJA 180G LV+PAG
7710138;S;7898925524014;UN;COCO RALADO VITA CONG 500G
7710141;S;7891150053755;UN;SABONETE LIQ REXONA BAMBOO 200ML
7710147;S;7899638343879;UN;HAMBURGUER BASSI COSTELA CONG 400GR
7710160;S;7891035800054;UN;DESENGORDURANTE VEJA  LIMAO 30DESC 500ML
7710163;S;7891035560798;UN;DESINFETANTE SANIT HARPIC MAR PEDRA 20G
7710164;S;7891035525223;UN;DESINFETANTE SANIT HARPIC LAV ADES C3
7710165;S;7891035560828;UN;DESINFETANTE SANIT HARPIC MARI PASTC3
7710170;S;7891150071582;UN;LIMPADOR PERF CIF ENERGIZ 450ML
7710171;S;7891150071445;UN;DESINFETANTE OMO LAVANDA 1L
7710172;S;7891150071414;UN;DESINFETANTE OMO PINHO 1L
7710174;S;7891150067882;UN;TIRA MANCHAS BRILHANTE UTILE 450ML
7710182;S;7891097000232;UN;SOBREMESA BATAVO CREAMY DOCE LEITE 180GR
7710185;S;0000000016988;UN;QUEIJO PRESIDENT MINAS PADRAO 300GR
7710202;S;7898625000122;UN;BEBIDA LACTEA LATVIDA MORANGO SC 1L
7710203;S;7898625000146;UN;BEBIDA LACTEA LATVIDA AMEIXA SC 1L
7710204;S;7898625000139;UN;BEBIDA LACTEA LATVIDA SAL FRUTA SC 1L
7710205;S;7898516141897;UN;CONJ MUNICH CHURRASCO 4 COPOS 300ML
7710206;S;7898640214603;UN;CANECA PORCELANA MELHOR PAI 300ML
7710207;S;7898640219158;UN;TACA FLORIPA PAI AMO VOCE 300ML UN
7710212;S;7896001003286;UN;SACO LIXO ESFREBOM 6L UN
7710216;S;7896353300453;UN;REQUEIJAO CATUPIRY CREMOSO 250GR
7710217;S;7896353300033;UN;REQUEIJAO CATUPIRY CREMOSO ORIGINAL 250G
7710219;S;7896353301177;UN;REQUEIJAO CATUPIRY CHEDDAR 250GR
7710221;S;7896353301191;UN;REQUEIJAO CATUPIRY LIGHT COPO 200GR
7710222;S;7896353300897;UN;REQUEIJAO CATUPIRY TRADICIONAL 420GR
7710223;S;7896353301092;UN;REQUEIJAO CATUPIRY LIGHT 420GR
7710226;S;7896353300941;UN;CREAM CHEESE CATUPIRY 150GR
7710228;S;7891150060500;UN;CONJ DOVE SH COND OLEO MICEL 600ML
7710230;S;0000001007886;UN;BISCOITO AIMORE DAHORA SALG BACON 125GR
7710233;S;7896098904787;UN;ESPONJA YPE MULTIUSO C3 UN
7710236;S;7896233702063;UN;PAPEL HIG PLUSH FD COMP 20MT 16UN
7710237;S;7896233702087;UN;TOALHA PAPEL CHEF ASTORIA FLEX C2 UN
7710238;S;7896098901847;UN;AMACIANTE YPE ESSENCIAL 1LT
7710239;S;7896348845280;UN;REQUEIJAO PIA CREMOSO LIGHT 400GR
7710240;S;7893946529888;UN;PARAFUSADEIRA DWT 3,6V
7710244;S;7897520100821;UN;ELIMINADOR ODORES FLORAL 500ML
7710251;S;0041333103105;UN;BATERIA DURACELL LITIO METALICO CR2032UN
7710252;S;7898506323722;UN;FGO A PASSARINHO NAT CONG IQF 1KG
7710268;S;7898660070142;UN;BRINQ BONECA KI FOFA FRASES UN
7710270;S;7898660070180;UN;BRINQ BONECA NICINHA FASHION UN
7710281;S;7891000284599;UN;BEBIDA LACTEA NESCAU MAX CEREAL 260ML
7710282;S;7891000252185;UN;BEBIDA LACTEA NESCAU PROTEIN 4 270ML
7710345;S;7898924640951;UN;ALGODAO BELLACOTTON QUADRADO BABY C50U
7710349;S;7896275960322;UN;IOG FRIMESA GF MORANGO PARC DESNAT 850G
7710356;S;7896064207935;UN;PANETONE SANTA EDWIGES LIGA JUST CHOC80G
7710358;S;7896029018057;UN;RACAO KIT E KAT CARNE SHT 70GR
7710359;S;9788538089773;UN;LIVRO 365 ATIVIDADES DE DINOSSAURO UN
7710365;S;9788538080947;UN;LIVRO A BELA ADORMECIDA UN
7710367;S;7509546657509;UN;CREME DENTAL SORRISO EXT BRANCO120GP ESP
7710372;S;9786555002553;UN;LIVRO DIVERSAO COM AMIGOS UN
7710373;S;9786555002577;UN;LIVRO DIVERSAO COM ANIMAIS UN
7710375;S;9786555002560;UN;LIVRO DIVERSAO COM DINOS UN
7710378;S;9786555002546;UN;LIVRO DIVERSAO PRINCESAS UN
7710380;S;9788538081029;UN;LIVRO O PATINHO FEIO UN
7710381;S;9786555002409;UN;LIVRO CAMINHO DAS LETRAS UN
7710382;S;9788538074397;UN;LIVRO MINHAS QUERIDAS HISTORIAS UN
7710385;S;9788538091516;UN;LIVRO DIARIO REBELDE UN
7710386;S;9788538088707;UN;LIVRO MEU DIARIO SEGREDOS COM JESUS UN
7710387;S;9788538053088;UN;LIVRO AS INC AVENTURAS PATATI PATATA UN
7710388;S;9788538081081;UN;LIVRO PEPPA PIG DIVERSAO EM FAMILIA UN
7710389;S;9788538069539;UN;LIVRO TURMA MONICA BIBL BOAS MANEIRAS UN
7710390;S;9788538091035;UN;LIVRO UNICORNIOS UN
7710392;S;9788538091196;UN;LIVRO SHOW DA LUNA ATLAS UN
7710394;S;9788538091189;UN;LIVRO TURMA MONICA ATLAS UN
7710395;S;9788538089148;UN;LIVRO BARBIE DREAMTOPIA UNIVERSO FANTAST
7710400;S;9788538063889;UN;LIVRO CONTOS CLASSICOS UN
7710405;S;9788538081470;UN;LIVRO ANIMAIS UN
7710406;S;9788538081487;UN;LIVRO HISTORIAS INESQUECIVEIS
7710408;S;7891097001345;UN;MANTEIGA PRESIDENT  S SAL POTE 200GR
7710415;S;9788538089766;UN;LIVRO 365 ATIVIDADES INCRIVEIS UN
7710418;S;9786555001044;UN;LIVRO BARBIE 365 DESENHOS P COLORIR UN
7710419;S;7896058257588;UN;PANETONE ARCOR RECH SONHO DE LEITE 530G
7710420;S;7896058257472;UN;PANETONE ARCOR PREMIUM GOTAS 400G
7710421;S;9786555002089;UN;LIVRO LIGA DA JUSTICA 365 DESENHOS UN
7710422;S;7891097001338;UN;MANTEIGA PRESIDENT C SAL POTE 200GR
7710425;S;7896110008363;UN;ABSORV SYM SECA LARANJA C ABA LV16PG14
7710433;S;7891097102585;UN;REQUEIJAO PRESIDENT LIGHT COPO VD 200GR
